alert_id,timestamp,trader_id,symbol,asset_class,order_to_trade_ratio,trade_velocity,price_deviation_pct,counterparty_concentration,time_clustering_5min,order_cancel_rate,volume_spike,spread_impact_bps,after_hours_trading,cross_account_pattern,previous_violations,account_age_days,avg_trade_size_usd,order_size_std,late_day_concentration,round_lot_pct,iceberg_order_flag,momentum_following,is_violation
ALT-00974,2025-12-03 22:41:30.083614,TR-1289,META,Option,5.435535807422365,2.557444110085118,0.613824827966157,0.2187979564557666,7,0.5944188163900468,2.5225070851280162,2.356622820651232,0,0,0,2586,131499.91059057176,16199.279833568113,0.3671781280365728,0.7195983904955798,0,0.2858075459246875,0
ALT-00939,2025-11-27 22:41:30.083083,TR-1404,MSFT,Option,6.607166950468827,2.719742089208312,0.8683119291845585,0.19052171446049382,6,0.38745529410355306,1.2673124115510734,4.958211436832787,0,0,0,517,23180.27815808967,5550.291764240626,0.1095367448665413,0.8359810074119862,0,0.2605588465250777,0
ALT-00900,2025-12-30 22:41:30.082468,TR-6783,AMZN,Option,2.9831914367720467,4.482747883579482,1.6432551233566197,0.3716515325339448,7,0.36229278953676214,1.2900472946021486,7.4154672072178505,0,0,0,214,76100.81395307081,8605.253252134498,0.20065830740496954,0.7180874909370683,0,0.14913599154284168,0
ALT-00281,2025-11-26 22:41:30.072922,TR-9856,GOOGL,Option,5.604680024101629,3.021372832722909,1.4775115449683256,0.3297150300360844,3,0.5958864404896247,2.2612437687579288,4.785673133757967,0,0,0,501,11519.409030774914,4032.5555515482547,0.26876656038191427,0.8678061150858682,0,0.47616768292029876,0
ALT-00884,2025-11-06 22:41:30.082224,TR-1866,META,Equity,11.467639187497669,5.704698945646131,0.3753074526839575,0.17092450140905796,6,0.46222918850466954,1.2075896487356927,19.322417596009107,0,0,0,257,63591.676776529865,16687.252545225496,0.10566167637718159,0.6445617417893519,0,0.41281370795396766,0
ALT-00762,2025-11-15 22:41:30.080355,TR-7004,NVDA,Equity,11.331862518026762,0.5106255286032786,1.4789649892197771,0.36282607301317815,2,0.27770270338116776,2.6050921782472813,1.849431696958377,0,1,0,1633,114537.509590194,7409.726592378106,0.2430513324574215,0.8879226950450272,1,0.20854361407645483,0
ALT-00320,2025-10-20 22:41:30.073527,TR-7434,AMZN,Equity,11.60205476966321,1.2429408042416838,0.38837327871709393,0.4558306473321969,6,0.4015750600614735,2.3015714109829877,11.931824289452873,0,0,0,2031,67214.04354888656,7622.144665133124,0.33057439927396065,0.6791953505011151,0,0.3769417224617657,0
ALT-00550,2025-12-09 22:41:30.077066,TR-5410,MSFT,Option,1.0320288961716761,0.5518092078484493,1.6367066490661184,0.20375989552074156,9,0.32710720988262376,2.699546031947888,18.422261148947285,0,0,0,2201,149537.11833843382,4688.419259373924,0.3588892139426426,0.6931074818550806,0,0.3363263499582031,0
ALT-00175,2025-10-18 22:41:30.071291,TR-3712,NVDA,Option,2.220884161348292,2.95880549093534,0.9746807152836598,0.44582544380906797,8,0.16442435600012742,1.7080744843852576,16.24473225402602,0,0,0,1999,74465.15914998592,1432.0021346851597,0.22643321247377424,0.6095112556317954,0,0.4864973642827193,0
ALT-00372,2025-12-27 22:41:30.074329,TR-3320,AAPL,Option,6.636321028053172,2.418575491022466,0.8121673562649956,0.3485322496622829,9,0.474689508362078,2.8192499428058166,3.052550192340006,1,0,0,1800,38732.31256608237,19006.259058095573,0.18235200205212349,0.8186323909993009,0,0.1324656897854858,0
ALT-00528,2025-11-21 22:41:30.076735,TR-4449,AMZN,Option,8.032250199320032,5.194060542614042,1.5010086468582755,0.45288229489079623,9,0.13703745360522387,2.984230689700346,8.749990498823617,0,0,0,2520,46673.36740759497,14389.100405869254,0.19129227754625933,0.6302601274920533,0,0.1005713372316707,0
ALT-00211,2025-11-06 22:41:30.071836,TR-5745,NVDA,Option,5.5737725075619515,4.458095991357917,0.8052070680929094,0.4479052706726844,6,0.5400783689607426,1.2746294941881993,13.87845080589084,0,0,0,1398,93124.05772664478,8087.235461723987,0.1409802710953518,0.8280739161670467,0,0.39543898325293225,0
ALT-00236,2025-11-05 22:41:30.072218,TR-3587,AMZN,Option,8.7535811104772,4.994204781085719,1.1382176005479099,0.48681411010245845,3,0.31479797178803237,1.47943573281615,10.163022863791651,0,0,0,1495,22181.392021418083,24076.320135594036,0.3143232290879795,0.9333634908407463,0,0.19069095293198532,0
ALT-00102,2025-11-19 22:41:30.070130,TR-1845,MSFT,Option,25.208190254825613,19.814692064151224,7.230673184540625,0.8729478461126724,19,0.881071327031603,12.115358849664755,35.944155552635905,1,1,4,460,96256.58202169956,52108.79261987068,0.507347054776216,0.4929425526206366,1,0.673622352971604,1
ALT-00987,2025-11-22 22:41:30.083810,TR-7465,NVDA,Option,8.93325637458138,1.328628560142177,1.7780147881536734,0.16681606544800737,3,0.47388831913605034,1.6743986364674592,4.9979891910888465,0,0,0,471,80584.26699932101,23113.54211200471,0.2918850197296186,0.6605228741695414,0,0.37310276989340796,0
ALT-00903,2025-10-29 22:41:30.082513,TR-4425,AAPL,Equity,9.62885696277802,4.232922799184446,0.9983284818141769,0.45990384614730295,8,0.3397705625531142,2.5857699149858346,15.419332728853565,1,0,0,1316,43540.91617965752,4626.18514252926,0.3102113728562105,0.6901796618825181,0,0.46907033140969645,0
ALT-00948,2025-12-03 22:41:30.083218,TR-7404,AMZN,Equity,11.86780908862287,4.1540647596835925,1.394161628237542,0.11519913492189687,7,0.3423890300452235,1.0327135951669475,6.280518204617822,1,0,0,2124,134095.59615097943,14199.72198078287,0.22402497255217263,0.6254387545442838,0,0.3856486109609223,0
ALT-00347,2025-11-16 22:41:30.073950,TR-5625,GOOGL,Option,1.2444033022813845,5.936969928751386,0.17871336875683674,0.48712109505939405,6,0.4643281421183013,1.4938002351854585,8.469795460386289,0,0,0,1374,39353.9791150249,3327.176103170194,0.15370949123247515,0.87912991585377,0,0.3710183220735104,0
ALT-00140,2025-11-10 22:41:30.070752,TR-2786,TSLA,Equity,35.37518804229903,19.576572063050158,3.5433216649607244,0.8166318675527025,24,0.7030301936609733,6.273816762394727,98.19053161825403,1,0,5,164,410691.7003473453,77372.48188086717,0.6951416175705449,0.3438944794710014,0,0.7917858211407924,1
ALT-00622,2026-01-06 22:41:30.078205,TR-8001,META,Equity,2.8853814355722767,0.9343932965142743,1.4172651902478348,0.4138893660717433,6,0.3649045285350271,2.2725663716781517,16.799904592298596,0,0,0,1304,26795.04026017547,1926.1974865152124,0.3636643437738557,0.7102266296106263,0,0.1515915631708661,0
ALT-00500,2025-12-26 22:41:30.076311,TR-2577,MSFT,Option,10.103712874840687,5.823255112732454,1.7906891487677903,0.34021390728256595,9,0.42279793637490437,2.762529492461327,14.924671604794069,1,0,0,2356,78711.54569686588,24803.963019127128,0.17983238685078978,0.8916170809249089,0,0.2707161488775678,0
ALT-00371,2025-10-28 22:41:30.074314,TR-4300,MSFT,Option,10.482837568342568,1.0797290727589182,1.1522645372040787,0.305191739928363,6,0.47114611574347354,1.169192110421263,3.286907947989735,0,1,0,1505,14802.688673495557,18376.700530550108,0.37864238820636564,0.750687537319563,0,0.14765626879841928,0
ALT-00199,2025-11-29 22:41:30.071654,TR-7521,GOOGL,Option,6.24131722156122,5.978676223016926,0.21299598084783347,0.1012671394322807,1,0.5234844271035303,2.764798451429913,2.1866942787623573,0,0,0,2224,133102.39063297882,11759.657328866133,0.2531297467012697,0.8193073788826235,0,0.4705530426920347,0
ALT-00688,2025-11-26 22:41:30.079226,TR-8898,AAPL,Option,2.6159979992521967,3.536884548340568,1.5303523495687386,0.2127997410739887,5,0.36096748203228846,1.1417552655220373,13.665654345291413,0,0,0,1676,92774.82605191342,3089.969190194287,0.11095611381441217,0.8171010284060047,0,0.21771750959549632,0
ALT-00585,2026-01-03 22:41:30.077605,TR-2843,NVDA,Option,10.39252592877724,1.270909883605017,1.1339479830559234,0.10320325626951316,2,0.12710587210299654,2.396051674834071,2.54013171367446,0,0,0,2612,108885.68232602454,6990.992905854001,0.36331388820908195,0.8846024959273349,0,0.4831320869901107,0
ALT-00902,2025-10-28 22:41:30.082498,TR-5967,NVDA,Equity,2.667467030925514,4.0593775861982655,1.8431091203285523,0.37193470390308814,3,0.1544858146519579,1.35161001720452,17.99623819257123,0,0,0,1329,108690.31397462294,16349.291833055468,0.29913002083651,0.7449701940066251,0,0.1178226526470613,0
ALT-00060,2025-11-19 22:41:30.069454,TR-9270,TSLA,Option,33.89233716701216,15.458659481601764,5.6761744899836915,0.7243768581364385,26,0.7959728053433028,9.750857902810868,92.98540832234102,1,1,4,240,330907.09816129645,22598.372646043666,0.8759328494453901,0.5510832212285671,0,0.7172169651299801,1
ALT-00329,2025-11-14 22:41:30.073670,TR-2160,MSFT,Option,7.9563588211205944,1.2057922420382048,1.199135765635727,0.3773688512225236,4,0.47673605532979835,2.7202907274444623,10.49922084733098,0,0,0,1685,110886.13248178782,15860.14564878008,0.15599198193930477,0.6089913757042928,1,0.2138165542707735,0
ALT-00097,2025-11-02 22:41:30.070053,TR-1339,SPY,Option,38.91533818122768,15.580346008404721,4.004946664549163,0.9489935750551989,28,0.7255484049234298,13.323412406308009,64.52680721588965,1,1,2,250,421664.34460995346,34394.338014349516,0.8359788658689888,0.6091291120067217,1,0.6805187890610018,1
ALT-00313,2025-12-17 22:41:30.073408,TR-9808,GOOGL,Equity,1.5563041420665176,2.8436668087372694,1.6814907253558904,0.4222595221453368,1,0.21303953550528135,2.598071686869121,18.677569983217186,0,0,0,2208,18827.333584585514,11801.407346229405,0.2012362836892687,0.9047409594101037,0,0.1334099658720075,0
ALT-00975,2026-01-13 22:41:30.083629,TR-4811,AAPL,Equity,10.858497630389191,1.9991522475252481,1.839451664866289,0.43139988485770775,7,0.10060180695450896,2.1554168367285804,4.591324279356531,0,0,0,2718,32823.69470912382,16678.517579985848,0.1161091563818123,0.7096919465160947,0,0.15977276085680764,0
ALT-00300,2026-01-11 22:41:30.073210,TR-8909,AAPL,Option,5.743572567707137,2.4113533742256505,0.19566410124177117,0.12110610314384106,1,0.32896449721701393,1.2983475772794326,12.66543582017942,0,1,0,760,41664.42714626612,14863.162104266143,0.2077626240948071,0.8882432793141366,0,0.4282784643067118,0
ALT-00278,2025-11-20 22:41:30.072877,TR-6427,META,Equity,5.82302386775636,3.414346935986894,1.9720772813458425,0.1664087294571443,8,0.3198702432539543,1.4124106596578447,16.167570746974548,1,1,0,2501,52306.818115966285,8185.200968928359,0.16975179766234938,0.6453876423784823,0,0.2025852244067064,0
ALT-00925,2025-11-27 22:41:30.082861,TR-4363,AMZN,Equity,8.88005960625448,2.999253632048051,1.0009043315844381,0.28714509494431295,9,0.22053266516616174,1.1400408146297423,17.84245521654789,1,0,1,302,44870.55813567761,4322.62322717297,0.1359300795732655,0.8449964420932555,0,0.10243332436598372,0
ALT-00602,2025-10-28 22:41:30.077896,TR-5372,META,Equity,7.406350592493534,1.1976415979092843,0.9776578879908965,0.43791669514636455,4,0.23232475249938075,2.364784814362997,2.899719702191757,0,0,0,2998,9864.151354762882,14449.574891678627,0.3084482737984378,0.8785253559117756,0,0.2360864953821339,0
ALT-00440,2025-10-24 22:41:30.075391,TR-3571,META,Option,11.700730718220884,5.906855847881513,1.038560383366357,0.447740920396939,6,0.3505201184923017,2.060073172501191,3.6073157857205507,1,0,1,1493,140960.91178940586,9446.314497562642,0.2338447769371509,0.8350810808492646,0,0.23356098861062158,0
ALT-00838,2025-12-07 22:41:30.081528,TR-6143,META,Option,7.715644805013761,2.5031122245723383,0.4988704801796203,0.4104607456422492,4,0.21237501908867876,1.2293841530880139,4.142617185525822,0,0,0,1578,117688.37344981128,6495.692447207481,0.2579926790575593,0.7580412263405697,1,0.33184435969131354,0
ALT-00571,2026-01-01 22:41:30.077384,TR-3733,MSFT,Option,2.743722574301504,3.181073095051857,0.7918300079988603,0.35575456858163923,8,0.41520880919067715,1.4444354474868706,8.097265629971615,0,0,0,2637,102145.63899401521,2727.5396431197214,0.17700417749507907,0.8498653266888092,0,0.2920074039378484,0
ALT-00880,2026-01-09 22:41:30.082164,TR-7841,AMZN,Option,3.7943893829225916,2.186294920886815,1.685128008205366,0.2235168119202384,6,0.2070262281137171,1.7522724349504761,4.75574780061111,0,1,0,2126,84530.11993362305,3785.2830252296535,0.10693205583624409,0.617896073337344,1,0.48170337660612395,0
ALT-00262,2025-12-27 22:41:30.072629,TR-8586,AAPL,Option,8.278527172398421,3.161941524988609,0.1100956037698573,0.421797856972729,8,0.3742095814967813,0.9462193167077987,15.563785941119109,1,0,0,1174,89638.47022104777,19767.03945179102,0.3255240977187521,0.881050725185243,0,0.30720322656184995,0
ALT-00579,2025-12-03 22:41:30.077507,TR-6700,AMZN,Option,8.5462664632948,1.8744594690028942,0.2246414533955561,0.3762461249546546,7,0.3345200233329815,1.9097344413395614,12.116478511091106,1,0,0,2853,79409.65236793183,12896.578485489134,0.19982024619515668,0.6249130827113302,1,0.13580807871873693,0
ALT-00024,2025-12-10 22:41:30.068900,TR-8953,MSFT,Equity,44.36267257242771,22.62687851129848,3.8763824828372524,0.6135921570502981,26,0.7900476603528157,4.961195895496675,64.16824450411033,1,1,5,252,396497.09889437485,29028.366787294806,0.7491561903276001,0.3341389859975072,0,0.6180886024090126,1
ALT-00031,2026-01-07 22:41:30.069009,TR-6138,AAPL,Equity,26.9218599312484,12.431806980010354,5.228205998613734,0.8425116255421787,29,0.8572357116949709,13.590928155561109,80.13032828529143,1,1,5,90,411566.41867318185,33332.24721713492,0.5709758175118891,0.6002459006563433,0,0.8823921587435424,1
ALT-00618,2026-01-14 22:41:30.078145,TR-5009,META,Option,4.570095207040188,4.799279037715186,1.5420919487323825,0.29145794822021,1,0.5960460935144101,1.086773695372542,16.12530198254181,0,0,0,380,62242.42093189402,12813.188398899205,0.36419517323937345,0.7445189163562246,0,0.31499750146929384,0
ALT-00011,2025-12-05 22:41:30.068689,TR-7572,GOOGL,Equity,15.018213194836054,13.993670557680872,4.176296919869159,0.6576295486000295,38,0.8043527507871947,6.0542398204133985,33.98990255002621,0,1,3,118,201926.82713163257,76289.13075431375,0.6292811728083021,0.5075162486973464,1,0.8460566356133122,1
ALT-00222,2025-12-26 22:41:30.072001,TR-9446,MSFT,Option,9.053348675272513,2.4527258104857705,1.4267911987323882,0.2580823705239881,2,0.5835263407130175,1.6641463067805555,17.230216220476493,1,0,0,2705,117097.91104613259,8439.998492122944,0.1696119486703318,0.7603821276374918,0,0.41253953624576256,0
ALT-00821,2025-11-19 22:41:30.081270,TR-1871,MSFT,Equity,9.887250290189911,1.4192282952247326,1.427112888848286,0.4121037323681912,1,0.34706287057063534,2.1646133976218547,11.339800040158929,0,0,0,849,112270.47393073437,17942.47882507888,0.26025696754258576,0.8376160573008974,0,0.4494238409090451,0
ALT-00297,2025-11-29 22:41:30.073163,TR-9796,META,Equity,9.072714438827955,3.977309829773235,1.2088495703153896,0.25604809387533567,6,0.5512065166430518,1.5567069104269082,14.92700203722984,0,0,0,861,100505.8964662662,23357.317943427544,0.3462943051897423,0.7983118406169121,0,0.36281219929364295,0
ALT-00055,2025-12-24 22:41:30.069378,TR-2389,GOOGL,Option,45.29274940628931,21.890225206137757,3.918465548747169,0.659810655586523,30,0.9052153682883382,11.762258614620366,65.1277549033683,0,1,2,354,264478.7678568854,69507.8663156706,0.5820310240597837,0.6871976266016937,0,0.8488333675928619,1
ALT-00543,2025-10-26 22:41:30.076961,TR-8126,META,Option,9.329080316501663,2.181066732599009,1.226667131838121,0.3150734087020402,4,0.13619469913215518,1.4388100674692452,17.762466539394538,1,0,0,546,26317.168460467892,18061.463931053,0.39200996984568626,0.8766986434419043,0,0.1971781446748176,0
ALT-00210,2025-10-24 22:41:30.071822,TR-5336,NVDA,Equity,1.5300461363262585,2.480277562455381,1.9179196494201438,0.3001604582840805,9,0.33798386550582793,1.044150554087326,13.05405876044509,0,0,0,2219,116763.18964826257,1069.1500399747501,0.35768700562618894,0.6651080500019829,1,0.32082774586135115,0
ALT-00605,2025-10-21 22:41:30.077943,TR-4323,MSFT,Equity,9.911540998200074,0.9816600964243103,1.3043146555971157,0.46584658180607663,3,0.43263641811845543,0.9731368687565208,12.471347732914646,0,1,0,2707,28770.0995382144,18662.885452364273,0.19036938843817247,0.7621868530816261,0,0.3397722168110487,0
ALT-00693,2025-10-21 22:41:30.079301,TR-9570,AMZN,Equity,5.972481542377818,4.305157839702825,1.3110457460767562,0.38654179314963477,2,0.10217978997829022,2.8342324318913983,3.1375785315237383,0,0,0,2182,18758.21337139832,8992.183193253863,0.2120698858117242,0.6750050253130075,0,0.3340486643708499,0
ALT-00663,2025-11-06 22:41:30.078850,TR-7012,AAPL,Equity,5.311353087672812,3.195023379203889,0.30977804558577987,0.2678054837350068,4,0.4602932096853187,2.484679306304588,2.738176200663295,0,0,0,2152,79511.99604284388,6557.991790935986,0.1543654130840852,0.8836061546931664,1,0.154015254672219,0
ALT-00867,2025-12-29 22:41:30.081966,TR-9527,META,Option,9.206903722301822,1.626408387165418,0.8050229961267097,0.3536911995254459,5,0.5444421370419164,2.211514124558703,13.227534872171963,0,0,0,1575,135815.54319673515,13200.332197776235,0.2231549921087652,0.9031450633023106,0,0.3969682047485593,0
ALT-00071,2025-12-31 22:41:30.069636,TR-4571,TSLA,Option,22.76902566765323,11.928271541997214,6.195410089793006,0.6068986882140275,33,0.7848178114740477,10.048600454280255,91.55953618851272,1,0,5,392,300524.71315251477,61852.85126018293,0.8221259869431621,0.695491512782177,1,0.8111190907619428,1
ALT-00544,2025-11-29 22:41:30.076976,TR-7753,GOOGL,Equity,10.992017864543898,1.0120893607961454,0.9894696895543978,0.4550167630905655,5,0.2464064333685844,1.6252186917003701,10.669893839176439,0,0,0,738,51261.36983155707,24255.228689975193,0.37992329591984353,0.9047350138750122,0,0.2687319342090614,0
ALT-00108,2025-11-27 22:41:30.070235,TR-8460,GOOGL,Equity,40.99472824199934,15.233386685617281,4.402642459008296,0.729863567044611,31,0.8262112204732543,9.747956018677815,63.549690085654376,1,0,4,129,314626.27014053566,16910.638974172973,0.6582060679396061,0.5424754854244686,1,0.8092032478395526,1
ALT-00494,2025-12-03 22:41:30.076221,TR-2856,AMZN,Option,1.1948523567032792,4.367598816265178,0.14123018102352908,0.35247523122402846,6,0.38280176387402165,1.90860865583732,1.2567592038174689,0,0,0,1863,57615.54346429,15426.188017511266,0.35458196556963395,0.911024739842781,0,0.2935399880132893,0
ALT-00591,2025-11-16 22:41:30.077720,TR-1136,AAPL,Option,8.281668233956974,3.056701294472989,1.2981185248862326,0.27983956240309493,1,0.37128772626779005,1.3126981821871193,11.898929300915249,0,0,0,1655,124122.65879400448,1685.7020253762505,0.28925531159353357,0.7223548185245372,1,0.2170685783037697,0
ALT-00742,2026-01-06 22:41:30.080041,TR-7156,AAPL,Equity,7.000023649317412,5.725380354003734,0.4409459514036208,0.11016827407180996,1,0.24410598422405302,1.1526798869342516,11.346094565185654,0,1,0,2456,82184.98819008704,2820.919389377141,0.30946463604834185,0.8183202667277985,0,0.17560691309859888,0
ALT-00293,2025-11-02 22:41:30.073103,TR-4971,GOOGL,Option,4.73969050172573,0.9341667162060555,0.941316459433101,0.20441941049393925,2,0.5958480366862259,1.9902063776408576,19.712069135374787,0,0,0,2489,141154.48120246673,11867.529141062003,0.15954732238160474,0.6577096717977984,0,0.19599574554798302,0
ALT-00290,2025-12-14 22:41:30.073058,TR-9123,META,Equity,7.718478037535425,1.5991269920506674,0.20549756233738606,0.32738595940317594,1,0.20539072467734412,2.0242036528160043,17.273374652488897,0,0,1,1540,126084.5620909779,23256.52433407113,0.20976574286706415,0.7113173503928215,1,0.39977040239232353,0
ALT-00653,2025-10-19 22:41:30.078694,TR-7208,GOOGL,Option,10.175525265759436,3.1933721752182027,1.5488851143039504,0.4333510497726656,3,0.24096477587578038,1.967889875434647,1.9820279183115046,0,0,0,749,27987.74298248891,20504.633041018777,0.13978119722404334,0.6816886943103444,1,0.28134824224166294,0
ALT-00040,2025-12-10 22:41:30.069147,TR-1722,AAPL,Option,30.947986347499953,18.542254162626122,4.02559650639623,0.6658424059033164,37,0.797067095997468,6.138039575606921,44.94534437231792,1,1,3,92,212155.29284237072,31896.741085527075,0.6812963387315324,0.3129263804438602,1,0.697917227509131,1
ALT-00590,2025-11-01 22:41:30.077705,TR-9631,AAPL,Option,4.216565922726728,5.3119347902885945,1.566387584229861,0.26716299351816375,9,0.18341485247513142,0.9027066037784023,15.811101954654726,0,0,0,2711,41624.97096928501,20911.45132847028,0.31118100011035466,0.9309857379677815,0,0.2635708943026688,0
ALT-00308,2025-10-31 22:41:30.073330,TR-2388,NVDA,Equity,10.727906655013289,3.5767298415004634,1.674127454400958,0.385138398344382,4,0.2621729038475279,1.3145732492388478,5.006838325934974,0,0,0,1709,129292.79027364036,20690.24368621648,0.23217205840369223,0.6463416147237591,0,0.2529009007909834,0
ALT-00680,2025-12-18 22:41:30.079105,TR-2995,NVDA,Equity,11.048620635143653,2.7862361233957773,0.9730419722423791,0.23994009443634196,6,0.26148936668190403,1.3219596000457021,5.990038634955399,0,0,0,2833,78141.05075870588,18857.18682948587,0.25096576215488864,0.6237287385398393,0,0.3894322801759924,0
ALT-00067,2025-11-25 22:41:30.069572,TR-1444,AAPL,Option,30.82762793114325,11.818281989979694,4.988417338729814,0.6492999571329299,35,0.8444079885228868,5.403403150421699,27.540937018494624,0,1,1,143,190162.92700974084,65732.2209904957,0.6110348690517673,0.3880388856324388,0,0.6744382745194292,1
ALT-00276,2026-01-04 22:41:30.072844,TR-7112,AMZN,Option,8.517991551482599,2.5649261031735198,1.6201395209460492,0.4538333171684751,9,0.5986189499518013,0.8660572117246642,18.049951450027706,0,1,0,2981,95281.42737180542,24361.18285995571,0.2395028552579283,0.8965857756999808,1,0.1249576274393109,0
ALT-00068,2025-12-18 22:41:30.069588,TR-8449,GOOGL,Option,33.03107888423844,24.584202366606856,5.024439434093572,0.7950568791115167,33,0.7213374170196609,14.964053896228394,62.664625774843195,1,0,4,139,317923.2577940197,19359.971030247787,0.7999841881596712,0.3839622372382343,1,0.9143190013042497,1
ALT-00319,2025-11-23 22:41:30.073511,TR-1971,GOOGL,Equity,1.1782043707341394,5.001092336287444,0.17626383226219638,0.455965350545145,1,0.42604653094082534,2.5180225840493993,16.03780727690086,0,0,0,1499,92358.12545200098,13279.325980456337,0.11830214290161847,0.7007409545980621,1,0.13730857871126798,0
ALT-00549,2025-11-17 22:41:30.077051,TR-8418,GOOGL,Option,3.6548467422124986,0.9319493353603928,0.7771689981143629,0.39906072982599117,6,0.47000890007910645,1.4814131476812267,17.316288486574493,0,0,0,941,106565.9554865319,10643.523006440684,0.12289073625222388,0.8564450643547824,1,0.3467539023860726,0
ALT-00999,2026-01-06 22:41:30.083991,TR-6605,AAPL,Equity,7.878920417970052,2.831654907414698,1.1575854446558782,0.18528567826405778,2,0.5798598445666698,1.8085369228988146,10.936207273796317,0,0,0,430,39772.69223248779,22404.831610025947,0.3913523215419875,0.875203909780119,0,0.3171094008639216,0
ALT-00715,2025-11-23 22:41:30.079634,TR-4571,MSFT,Option,3.0388937329403447,3.9888114649155866,1.6547989021431162,0.35634165456624,5,0.2591274986397104,1.3281532368357931,11.581576945413925,0,0,1,2920,20692.863781004547,23399.449128360127,0.20005370609886006,0.6766395444870305,0,0.2986199254407325,0
